041203742;КБ "СОЮЗ-УНИВЕРСАЛ-БАНК";30101810800000000742
041203787;ОАО "АСТРАХАНЬПРОМБАНК";30101810700000000787
041203726;ОАО АГРОИНКОМБАНК;30101810800000000726
041203729;ОАО ВКАБАНК;30101810700000000729
041203715;ОАО ЕАТПБАНК;30101810400000000715
041203711;ОАО КБ "КРАСКОМБАНК";30101810200000000711
041207718;ОТД. "АГРОПРОМБАНКА";30101810900000000718
041208615;ОТД.СБ РФ N 8574 ЗНАМЕНСКОЕ;30101810000000000615
041203501;РНКО "ФРЦ" ЗАО;30103810900000000501
041203701;ФАКБ "АГРОПРОМБАНКА";30101810100000000701
041203759;ФАКБ "ИМПЕРИАЛ";30101810000000000759
041203716;ФАКБ "МЕНАТЕП";30101810700000000716
041203744;ФАКБ "МОРБАНК";30101810400000000744
041203723;ФАКБ "МОСБИЗНЕСБАНК " АСТР. ДИРЕКЦИЯ;30101810900000000723
041203769;ФАКБ "СБС-АГРО" АСТРАХАНСКИЙ РЕГИОНАЛЬНЫЙ;30101810100000000769
041203770;ФАКБ ФИЛИАЛ НИЖНЕВОЛЖСКИЙ АКИБ "ПИОНЕР" (ЗАО);30101810500000000770
041203794;ФИЛИАЛ "АСТРАХАНСКИЙ" ООО "СЛАВИНВЕСТБАНК";30101810900000000794
041203796;ФИЛИАЛ "ПОВОЛЖСКИЙ" ООО КБ "МОНОЛИТ";30101810500000000796
041203703;ФИЛИАЛ "ТРАНСКРЕДИТБАНКА" В Г.АСТРАХАНИ;30101810700000000703
